Open/Closed,Total OP Margin,Net Interest Rate,Cash Profit Margin,Asset Liability,10 Year Cash Growth Rate,Tax rate,Persistent EPS,Non-industry revenue,R&D Expense Rate
0,0.600347367,0.797446595,0.466916618,0.012050167,895000000,0.122178358,0.228325612,0.303502531,119000000
0,0.635718301,0.797481041,0.468025465,0.002258626,7580000000,0.390120458,0.222842016,0.303489721,0
0,0.624317156,0.797546753,0.487182842,0,1650000000,0.216621115,0.220572941,0.303528877,1100000000
0,0.608865795,0.797465409,0.468696476,0,7670000000,0.29588015,0.222842016,0.303491172,107000000
0,0.620944378,0.797474816,0.471281548,0.017907995,4220000000,0.281000101,0.225772903,0.303395701,0
0,0.610206258,0.79742861,0.460268572,0.01017897,0.000157118,0.250126531,0.219532949,0.303480295,0
0,0.60456334,0.797414638,0.463714216,0.009673694,569000000,0.244255491,0.218492956,0.303439448,815000000
0,0.619402125,0.797269934,0.464326514,0.045595106,3340000000,0,0.212442091,0.30315666,165000000
0,0.626414333,0.79752614,0.471050049,0.003738549,3470000000,0.353983197,0.223882008,0.303420112,866000000
0,0.609290996,0.797498196,0.468896102,0,9670000000,0.285453993,0.221612934,0.303444765,1770000000
0,0.603590424,0.797512721,0.467102824,0.002987019,1050000000,0.27320579,0.221896568,0.303671721,475000000
1,0.596945762,0.797084143,0.462243024,0.072717649,1400000000,0,0.200151272,0.303051763,0
1,0.597392583,0.797365942,0.461377419,0.006601529,1500000000,0,0.206013047,0.303501323,136000000
1,0.601860794,0.79677924,0.458263926,0.011706152,8190000000,0,0.084239387,0.302759791,115000000
1,0.595994465,0.797190527,0.459605949,0,3210000000,0,0.175002364,0.303466035,0
0,0.618083282,0.797388768,0.462571819,0.01294597,2740000000,0,0.215656613,0.303450808,1240000000
0,0.600736534,0.797409381,0.462898937,0.006942192,750000000,0.170968722,0.22095112,0.303501565,67900000
0,0.604635408,0.797393334,0.467257157,0,7850000000,0.495191821,0.215089345,0.303550146,0
0,0.597947506,0.797359994,0.46743162,0.007929107,887000000,0,0.218871135,0.303462651,0
0,0.61047291,0.797447286,0.467738607,0.0820689,310000000,0.109120356,0.210551196,0.303599936,1430000000
0,0.619048992,0.797417128,0.462227926,0.028016802,5410000000,0,0.21698024,0.303404643,679000000
0,0.605932631,0.797349203,0.460946294,0.01317157,4430000000,0,0.210645741,0.303427363,0
0,0.600736534,0.797399836,0.464433876,0.007488584,6770000000,0.097884401,0.215751158,0.303531777,764000000
0,0.595122443,0.797293175,0.461806866,0.004406203,7990000000,0,0.20884939,0.303469902,0
0,0.620396662,0.797471081,0.46920309,0.022998954,381000000,0.294867902,0.222558381,0.303435339,1170000000
0,0.604102106,0.797609006,0.461714602,0.027150824,2040000000,0,0.218114777,0.303849611,1170000000
0,0.61242595,0.797430962,0.467585952,0.023369289,2890000000,0.341937443,0.220100217,0.303461201,79800000
0,0.600635639,0.797468868,0.471675767,0.009159473,965000000,0.236157506,0.234943746,0.303517275,84900000
0,0.636784906,0.797521575,0.472212576,0,6240000000,0.285858893,0.225772903,0.3035151,0
0,0.623985644,0.797556852,0.485862627,0,1160000000,0.281101326,0.219816583,0.303661811,1580000000
0,0.608865795,0.797506634,0.468478398,0,0.000133944,0.265816378,0.236078283,0.303513166,985000000
0,0.619330057,0.797491279,0.468595825,0.004965711,404000000,0.187974491,0.227569254,0.303500598,0
0,0.607539745,0.79741616,0.460344061,0.018706805,0.000174678,0.362992206,0.218587501,0.303487304,0
0,0.603900316,0.797439816,0.462301737,0.007317265,1420000000,0.130175119,0.226907441,0.303475703,0
0,0.618811168,0.797437049,0.461971264,0.045094957,1980000000,0,0.216885695,0.303671962,2950000000
0,0.625599965,0.79760873,0.469864036,0,4490000000,0.26500658,0.232485582,0.303543137,713000000
0,0.607164992,0.797493492,0.493434992,0.002737093,0.00014272,0.276343759,0.223598374,0.303484887,1410000000
0,0.602869744,0.797586595,0.471826745,0.003705961,3370000000,0.257212268,0.223692919,0.303863388,560000000
1,0.604015624,0.797289993,0.454234502,0.000655228,238000000,0,0.198354921,0.303504465,0
0,0.617867078,0.797242266,0.469852294,0.033111667,2620000000,0,0.216507516,0.30315666,1290000000
0,0.597904265,0.797389322,0.465171989,0.007683348,565000000,0,0.21896568,0.303516067,102000000
0,0.605291226,0.797391397,0.4702549,0,0.000114912,0.086243547,0.215467524,0.303530327,0
0,0.596261116,0.797367187,0.459959907,0.001690719,18700000,0,0.211118465,0.303513891,0
0,0.606213696,0.797473156,0.470748094,0.090913785,54500000,0.051827108,0.220856576,0.303694924,1410000000
0,0.619863359,0.797393334,0.46189913,0.015258206,8100000000,0,0.215845703,0.303438965,900000000
0,0.601550902,0.79739029,0.463492782,0.026775579,3940000000,0.164591558,0.211402099,0.303576975,0
0,0.598898802,0.797369816,0.46497404,0.005596304,743000000,0,0.214427531,0.303509299,52600000
0,0.592499171,0.79731614,0.461352256,0,4590000000,0,0.209983927,0.303581567,0
0,0.620454316,0.797534026,0.474951981,0.016120089,499000000,0.229982792,0.228892881,0.303470385,985000000
0,0.602783263,0.797889838,0.46834084,0.019940276,3430000000,0.004858791,0.229176515,0.304372406,1850000000
0,0.609672956,0.797407168,0.471841843,0.016682126,2570000000,0.124607754,0.218871135,0.303481987,1410000000
0,0.596780005,0.797417958,0.481529571,0.016289548,883000000,0.162769511,0.22709653,0.303526218,50900000
0,0.63760648,0.797548137,0.470897394,0.001075965,6750000000,0.142322097,0.232485582,0.30353081,866000000
0,0.620526384,0.797426397,0.485916308,0,1860000000,0.642980059,0.2149948,0.303470627,1820000000
0,0.602848124,0.7974578,0.459290573,0,2670000000,0.191213686,0.224165642,0.303568757,781000000
0,0.619575088,0.797536516,0.476042374,0.002686557,3460000000,0.263285758,0.229554694,0.303523801,0
0,0.605183125,0.79742031,0.462820093,0.020497356,0.000186093,0,0.223692919,0.303568274,441000000
0,0.602682368,0.797446456,0.464199022,0.003507579,1640000000,0.195161454,0.228609246,0.303522351,0
0,0.615928451,0.797508295,0.460843965,0.061632854,3000000000,0.006680838,0.219343859,0.303921396,3310000000
0,0.622919039,0.797580508,0.474440334,0,7230000000,0.237473428,0.231351045,0.303532502,645000000
0,0.605752461,0.797466654,0.472068309,0.017863559,0.000147177,0.206498633,0.220100217,0.303505432,2280000000
0,0.601089667,0.797558235,0.458341092,0.003020747,4720000000,0.227350946,0.221802023,0.303859279,900000000
1,0.604858819,0.797438018,0.463858484,0.008580543,709000000,0.262273509,0.22511109,0.303419145,2750000000
1,0.597652027,0.79738614,0.461558592,0.085096596,2610000000,0,0.214616621,0.303433406,407000000
0,0.607323542,0.797662406,0.466062756,0.068394024,3840000000,0,0.237590999,0.303817223,679000000
0,0.606120007,0.797605686,0.469666088,0.035397305,2560000000,0,0.252434528,0.303702416,0
0,0.595771055,0.797323748,0.463549818,0.029706188,7040000000,0,0.208093032,0.303564648,0
0,0.595662953,0.79723438,0.461568657,0,1390000000,0,0.201096719,0.303385307,0
0,0.603893109,0.797421278,0.463967523,0.006070025,1930000000,0,0.220383852,0.303511716,2390000000
0,0.595064789,0.797331357,0.467817451,0,3970000000,0,0.211496644,0.303531777,0
0,0.598574497,0.797391812,0.476510405,0,4120000000,0.071161049,0.216129337,0.303526218,0
0,0.604642615,0.797548552,0.474609765,0.004673949,744000000,0.282518474,0.230594687,0.303488996,441000000
0,0.60146442,0.797406476,0.472335036,0,1360000000,0.285251544,0.217074785,0.303533469,985000000
0,0.603237291,0.797497227,0.468131149,0.033306758,9740000000,0,0.215940248,0.303481987,492000000
0,0.600368988,0.797460567,0.462266509,0.025929562,0.000109517,0,0.216696606,0.303649484,0
0,0.605406535,0.797439124,0.463145534,0.001282253,0.00013319,0.210851301,0.217831143,0.303531052,0
0,0.586265296,0.796819774,0.456811186,0,4410000000,0,0.181431408,0.303124756,53500000
0,0.606682137,0.797362069,0.466037593,0.022965047,4530000000,0,0.208282122,0.303421804,3770000000
0,0.594639588,0.797293037,0.462633888,0.016590223,5450000000,0,0.20487851,0.303488755,0
0,0.606307384,0.797445073,0.473202318,0.005280779,2650000000,0.176940986,0.218776591,0.303541203,4820000000
0,0.604022831,0.79745282,0.476869396,8010000000,0.000511454,0.226136249,0.221045665,0.303636433,0
0,0.613312386,0.798036755,0.545963447,0.020364014,0.000127584,0.103350542,0.221802023,0.304328658,0
0,0.605132677,0.797559342,0.46380648,0.040176777,1610000000,0,0.247234566,0.303672204,1140000000
0,0.602869744,0.797711378,0.458175017,0.012765573,0.000100522,0,0.241278245,0.304080192,3630000000
0,0.605356088,0.797513828,0.473829714,0.006304276,0.000107044,0.106792185,0.22908197,0.303526943,985000000
0,0.605644359,0.797466377,0.463519623,0.007302703,3420000000,0.181394878,0.231161955,0.303519209,0
0,0.611914268,0.797526971,0.465915134,0.002197436,339000000,0.226136249,0.226623806,0.303480537,2280000000
0,0.610422462,0.797527247,0.46405811,0.003551464,2550000000,0.126328576,0.237780089,0.303548454,2850000000
0,0.600376195,0.797368986,0.458849383,0,4710000000,0,0.212442091,0.303498181,1240000000
1,0.597306101,0.797310606,0.462066883,0.013818773,1300000000,0,0.207809398,0.303523318,3920000000
0,0.605802909,0.797653137,0.474077988,0.036264291,1270000000,0.004453892,0.243830954,0.303741572,985000000
0,0.605817322,0.797575528,0.471316776,0.045083983,984000000,0.048790363,0.237023731,0.303632324,0
0,0.601976102,0.797449085,0.462868742,0.017988576,625000000,0.059925094,0.217074785,0.303514616,1320000000
0,0.598495222,0.797380745,0.465093145,0.019003482,1180000000,0,0.212063912,0.303520901,0
0,0.603532769,0.797481595,0.462009847,0.014870786,0.000178041,0.015284948,0.226718351,0.303609121,0
0,0.601918448,0.79750788,0.467434975,0,105000000,0.143334346,0.221045665,0.303602836,492000000
0,0.597716888,0.797362207,0.4615804,0.008597547,180000000,0,0.211307554,0.303503015,0
0,0.600455469,0.797462781,0.464992493,0.003770438,809000000,0.319060634,0.219911128,0.30345685,170000000
0,0.604397584,0.797506773,0.470771579,0,3080000000,0.250328981,0.241845514,0.303517275,781000000
0,0.598704219,0.797219578,0.466453621,0.040951453,453000000,0,0.204783965,0.303135391,543000000
0,0.601594142,0.797567643,0.470951075,0.033027592,706000000,0.296588724,0.220289307,0.303744472,0
0,0.605572291,0.79746112,0.467976817,0.00658241,6740000000,0.255795121,0.221612934,0.30350519,0
0,0.598142089,0.797385172,0.461635758,0.001229794,1220000000,0,0.2149948,0.303644167,6940000000
0,0.612858358,0.797636536,0.475413301,0.019734533,3550000000,0.096770928,0.242790962,0.303678005,362000000
0,0.593299125,0.797471911,0.469684541,0.019815638,7850000000,0.211964774,0.209227569,0.303834142,0
0,0.606386659,0.797483255,0.473485821,0.016575946,3420000000,0.039174005,0.224071098,0.303620722,7730000000
0,0.603900316,0.79742363,0.46760776,0,0.000213212,0.150521308,0.218020233,0.303539995,0
0,0.600426642,0.797440923,0.502562425,0.026782278,3540000000,0,0.214616621,0.303635466,1270000000
0,0.605968665,0.797648295,0.481423886,0.042760111,362000000,0.144650268,0.248558192,0.303687189,645000000
0,0.60355439,0.797421832,0.466599566,0.016529678,1860000000,0.252353477,0.217642054,0.30347667,2900000000
0,0.604952507,0.79751286,0.466790804,0,7460000000,0.249013058,0.227001985,0.303538786,815000000
0,0.604015624,0.797489204,0.460907711,0.011538641,4200000000,0.187873267,0.230689231,0.303574074,27200000
0,0.609881953,0.797600706,0.467740285,0,7830000000,0.190505112,0.233336485,0.303622172,2170000000
0,0.609233342,0.797501516,0.463709184,0.005235874,1160000000,0.215811317,0.236078283,0.303486096,2120000000
0,0.600750948,0.797408136,0.464700603,0,27800000,0.045652394,0.219060225,0.303544829,1710000000
1,0.597630407,0.797333017,0.455702339,0.001666522,3710000000,0,0.209794838,0.303491413,340000000
0,0.604952507,0.797764778,0.485617708,0.031302456,1990000000,0.097479502,0.264630803,0.303929855,441000000
0,0.603367013,0.797719264,0.473405299,0.024939166,2450000000,0.030772345,0.25961993,0.303942665,0
0,0.600383401,0.797486575,0.466864615,0.010774416,0.000207454,0.044437696,0.215372979,0.303583259,764000000
0,0.600642846,0.797276021,0.471927397,0.014404075,5670000000,0,0.201853077,0.303268083,0
0,0.602927399,0.797493354,0.477085797,0.014869964,5950000000,0,0.229554694,0.303662294,0
0,0.601334698,0.797510923,0.476294004,0,3820000000,0.247191011,0.224260187,0.303588093,357000000
0,0.597889851,0.797389322,0.466363034,0.015296845,1580000000,0.014677599,0.216602061,0.303507365,0
0,0.59378198,0.797353768,0.463016364,0.00566343,3560000000,0,0.210456651,0.303479812,67900000
0,0.59894925,0.797452958,0.481011214,0,3550000000,0.227755846,0.232296492,0.303563198,441000000
0,0.595194511,0.797407029,0.467342711,0.042443579,68400000,0,0.21896568,0.303558847,357000000
0,0.602285994,0.797559481,0.476288971,0.020849118,1410000000,0.176029963,0.223220195,0.303668337,0
0,0.605046196,0.797506773,0.471722738,0.005164123,9190000000,0.132604515,0.225489269,0.303607187,0
0,0.595605298,0.797237701,0.464752606,0,599000000,0,0.209227569,0.303537819,7450000000
0,0.612743049,0.797608453,0.470677638,0.019916452,1880000000,0.091709687,0.235605559,0.303643925,4180000000
0,0.599504173,0.797506081,0.475119734,0.001860769,1440000000,0,0.232485582,0.30366737,0
0,0.605435362,0.797395962,0.467476913,0.016206439,4350000000,0,0.222369292,0.30347812,7760000000
0,0.604102106,0.797430962,0.472111925,0,0.000245408,0.152343355,0.21896568,0.303522834,0
0,0.60299226,0.797456832,0.478355686,0,4900000000,0.252657152,0.218492956,0.303507607,1750000000
0,0.603143603,0.797724936,0.480303297,0.024993178,1540000000,0,0.276448899,0.303893117,0
0,0.602747229,0.797465962,0.466955202,0.018441362,173000000,0.086547221,0.217263874,0.303549904,1210000000
0,0.603799421,0.79749197,0.467404779,0,3280000000,0.210243952,0.22728562,0.303531294,696000000
0,0.604383171,0.797444658,0.464225862,0.009609526,1790000000,0.257414718,0.223503829,0.303493105,115000000
0,0.608116289,0.797537761,0.468879327,0,5100000000,0.105071363,0.233620119,0.303604528,1870000000
0,0.606682137,0.797490449,0.466695185,0.002162329,4620000000,0.119850187,0.237118276,0.303561506,3770000000
0,0.602386889,0.797441753,0.464338257,0,4960000000,0.236056281,0.226812896,0.303531777,1000000000
1,0.597522305,0.797237424,0.462026622,0.001682634,0.000125559,0,0.203743973,0.303404643,815000000
1,0.602055377,0.797405784,0.461377419,0.013141005,2290000000,0,0.205729413,0.303520901,543000000
1,0.604750717,0.797106,0.461286832,0.000399602,4180000000,0,0.201002175,0.302955567,0
0,0.600851843,0.797534856,0.464128566,0.048999383,4440000000,0,0.223692919,0.303755348,0
0,0.594531486,0.797335231,0.462659051,0.022112141,1050000000,0,0.209227569,0.303549179,79800000
0,0.603619251,0.797341871,0.480086896,813000000,6520000000,0,0.212631181,0.303465552,2600000000
0,0.587202179,0.79716687,0.458686663,0.017049415,2860000000,0,0.206580316,0.303504223,0
0,0.596131394,0.796906375,0.458772217,0.008631682,0.000166848,0,0.19693675,0.302735621,0
0,0.609060379,0.797414085,0.461318705,0,2970000000,0,0.215845703,0.303568032,458000000
0,0.585119417,0.797080546,0.462934165,0,0.000162827,0,0.20487851,0.303740363,119000000
0,0.599655515,0.797685509,0.460293735,0,0.000142478,0,0.212631181,0.304050463,289000000
0,0.594430591,0.797427227,0.453207854,0.002557644,151000000,0.189796538,0.21716933,0.303673896,0
0,0.607763156,0.797539836,0.465619889,0.013530197,1550000000,0,0.226340172,0.30348948,34000000
0,0.594423385,0.797392365,0.466364712,0,0.000119888,0.079461484,0.215372979,0.303634499,0
0,0.593565776,0.797340764,0.464851581,0,247000000,0,0.211591188,0.303535402,0
0,0.60240851,0.797476061,0.465448781,0.018010123,9590000000,0.035226237,0.218303867,0.303532985,747000000
0,0.602574266,0.797415468,0.461835384,0.017560788,2330000000,0,0.220383852,0.303515825,0
0,0.603359806,0.797339104,0.463465942,0.008627826,1390000000,0,0.208376666,0.303312798,475000000
0,0.602271581,0.797467069,0.462672471,0.002328366,4960000000,0,0.22312565,0.303572624,900000000
0,0.616180689,0.797801853,0.482207292,0.017679028,3100000000,0.16631238,0.248463648,0.303695649,560000000
0,0.600916704,0.797382543,0.472715835,0.001642081,1580000000,0,0.21300936,0.303423738,0
0,0.600246472,0.797255131,0.452575426,0,3020000000,0,0.206674861,0.303198716,0
0,0.602905778,0.797318353,0.462207795,0.012914916,7910000000,0,0.211307554,0.303385791,0
0,0.60433993,0.797492385,0.461862225,0.035700835,2960000000,0.240004049,0.219343859,0.303524768,0
0,0.598740253,0.79710434,0.461362321,0.017955556,856000000,0,0.194194951,0.303012366,323000000
0,0.602523818,0.797390152,0.462024945,0.009498218,2740000000,0.10162972,0.21518389,0.303529602,2480000000
0,0.61220254,0.797565706,0.474836231,0.000694196,5940000000,0.18878429,0.226907441,0.303475219,4330000000
0,0.605781288,0.797516733,0.449713562,848000000,245000000,0.219151736,0.227380165,0.303542412,713000000
0,0.603547183,0.797428057,0.464024559,0.013266739,851000000,0.150116409,0.221896568,0.303508816,900000000
0,0.61013419,0.797512721,0.468966558,0.003784256,6280000000,0.176232412,0.225489269,0.303459026,5310000000
0,0.608224391,0.797575805,0.465093145,0,2190000000,0.192934508,0.221234755,0.303622172,0
0,0.606141628,0.797529599,0.467968429,0,804000000,0.141309849,0.22511109,0.303527668,0
0,0.602985053,0.797511476,0.465785964,0,9030000000,0.099605223,0.219060225,0.30358906,0
0,0.601752692,0.797575943,0.465864808,0.001540084,186000000,0.224719101,0.251772714,0.303770334,1320000000
0,0.603287738,0.797495844,0.462278252,0.002898842,1640000000,0.244964065,0.239576439,0.303539753,306000000
0,0.609427925,0.797416436,0.459257023,0.009197164,518000000,0.091406013,0.220762031,0.303434131,2290000000
0,0.605493017,0.797448808,0.463712539,0.008702727,1210000000,0.113675473,0.230972866,0.303501081,747000000
0,0.599828478,0.797392642,0.461949456,0.001189123,2210000000,0.208017006,0.225394724,0.303523801,0
0,0.602963433,0.797436081,0.464574788,0.009505452,2690000000,0.067010831,0.219438404,0.303411411,424000000
0,0.600945531,0.797432069,0.460656081,0.001127499,690000000,0.254276749,0.219722038,0.303515583,645000000
0,0.597298894,0.797326377,0.462341998,0.010752058,2140000000,0,0.210173017,0.303413586,0
0,0.611726891,0.797530982,0.46146465,0.001992377,8970000000,0.250835105,0.231161955,0.303507365,0
0,0.602502198,0.797496397,0.461369031,0.002027051,130000000,0.226136249,0.236361917,0.303528635,0
0,0.602134652,0.79752614,0.482125093,0.006751462,0.000126614,0.226642373,0.226623806,0.303554738,0
0,0.600152784,0.797401634,0.462296704,0.049628242,1420000000,0,0.217074785,0.303471352,221000000
0,0.608736073,0.797490864,0.471400653,0.002049328,4160000000,0.207308432,0.226151083,0.303512683,1120000000
1,0.593500915,0.797139202,0.463262961,0.026360813,509000000,0,0.19693675,0.303218535,357000000
1,0.594473832,0.79712025,0.460976489,0.019458961,826000000,0,0.194100407,0.303262283,0
1,0.586618429,0.795845304,0.458101205,0.006847355,3700000000,0,0.167155148,0.301379206,0
1,0.602091411,0.797386832,0.464348322,0.059386738,3140000000,0,0.216223882,0.303451775,0
1,0.591641563,0.797043471,0.464125211,0.020423319,645000000,0,0.195424033,0.303293945,3360000000
1,0.602350855,0.796961573,0.460560462,0.018060008,2330000000,0,0.167438782,0.303205483,1410000000
1,0.595093616,0.796988134,0.462420842,7000000000,1580000000,0,0.199678548,0.303148201,102000000
0,0.597897058,0.797389598,0.462083658,0.032300575,0.000255794,0,0.21518389,0.303592927,0
0,0.593133369,0.797281416,0.464046367,0.026370363,2910000000,0,0.206296681,0.303490688,730000000
0,0.596325978,0.797011791,0.473116764,0,7230000000,0,0.202514891,0.303237146,3040000000
0,0.587951686,0.797185408,0.462471167,0.011911151,2810000000,0,0.201002175,0.303460959,0
0,0.590070482,0.797119835,0.461774993,0.012702223,1970000000,0,0.201285809,0.303313281,0
0,0.593191023,0.79670675,0.464680473,0.006008865,0.000261152,0,0.194384041,0.302519784,0
0,0.602617507,0.797381575,0.460872483,0,4560000000,0,0.206485771,0.303820607,0
0,0.593998184,0.797445903,0.459305671,0,7960000000,0,0.204500331,0.303850578,17000000
0,0.599100592,0.797021336,0.461578722,0,0.000185989,0,0.211213009,0.302915928,238000000
0,0.598682598,0.797431377,0.471398975,0.00113338,0.000110037,0.20285454,0.217452964,0.303537094,0
0,0.60721544,0.797576358,0.46963086,0.025760028,4760000000,0.054256504,0.229838328,0.303561506,34000000
0,0.598307845,0.797426535,0.457200372,0,1640000000,0.086850896,0.218398412,0.303564165,0
0,0.596967382,0.79738199,0.466659957,0.010903331,2140000000,0.089685191,0.212725726,0.303594135,1660000000
0,0.592037937,0.796912462,0.460973134,0.004621579,0.001234678,0,0.209889383,0.302885716,0
0,0.594740483,0.797137265,0.465267608,0.015394286,0.000183447,0,0.202136712,0.303194124,917000000
0,0.600693293,0.797413116,0.467949976,0.023368347,3340000000,0.151938455,0.216602061,0.303553288,323000000
0,0.59838712,0.797381851,0.465480654,0.007164804,4540000000,0,0.214049352,0.303521626,357000000
0,0.598906009,0.797310744,0.461161018,0.02594185,9270000000,0,0.210740286,0.303381924,747000000
0,0.614443852,0.797714145,0.475537438,0.016219737,0.000110018,0.194149205,0.236551007,0.303663986,509000000
0,0.596715144,0.79717102,0.464281221,0.005663154,8590000000,0,0.204594876,0.303182039,0
0,0.589465112,0.796586394,0.460377612,0.000213315,0.000129085,0,0.189656802,0.302452591,0
0,0.603965177,0.797426259,0.466636471,0.013041405,2710000000,0.347403583,0.218020233,0.303496489,0
0,0.595028755,0.79732112,0.465047852,0.03708026,1620000000,0,0.214805711,0.30349528,0
0,0.595605298,0.797381021,0.462128952,0.021392616,881000000,0,0.205445779,0.303556914,340000000
0,0.601572522,0.797379915,0.471194317,0.025685695,0.000183759,0,0.214711166,0.303358962,0
0,0.603467908,0.797395132,0.471177541,0.01124403,2580000000,0.148395587,0.215562069,0.30353081,2670000000
0,0.608354113,0.797525034,0.478775069,0,5530000000,0.163680534,0.221234755,0.303558606,3970000000
0,0.607842431,0.797390428,0.464217475,0.008014144,4290000000,0.257313493,0.21518389,0.303446457,2770000000
0,0.605240779,0.797489757,0.479952694,0.000412633,0.000171989,0.193136957,0.223692919,0.303559331,747000000
0,0.604145347,0.797399006,0.463626985,0.016761694,1770000000,0.772446604,0.218587501,0.303422287,1120000000
0,0.608433388,0.797486298,0.467151472,0.002781451,9440000000,0.094341533,0.222274747,0.303496972,7620000000
0,0.606134421,0.797246831,0.464073207,0,2680000000,0,0.217547509,0.303100344,0
0,0.599677136,0.797308808,0.46570712,0.005717535,0.000121163,0,0.211118465,0.303401985,0
0,0.595965638,0.797193847,0.458413226,0,33000000,0,0.20289307,0.303274126,0
0,0.604484066,0.79761205,0.467310838,0.004320712,569000000,0.222289705,0.255081781,0.303750515,1410000000
0,0.60128425,0.797460429,0.460994942,0.001892937,2220000000,0.223909303,0.232391037,0.303526701,374000000
0,0.603626458,0.797254993,0.462919068,0.011004086,1930000000,0,0.201285809,0.303342527,4890000000
0,0.604685856,0.797445626,0.466849517,0.008927898,207000000,0.214394169,0.227758344,0.303524043,968000000
0,0.600513124,0.797395132,0.462925778,0.000753089,3350000000,0.181698552,0.225205635,0.303493589,0
0,0.600332954,0.797402326,0.462684214,0.008437129,3750000000,0,0.216696606,0.303436789,391000000
